ColonyID,Colour,ContinuousSegment,MeanSpeed,AssignmentRate,Treatment,InfectionLoad,InfectionStatus
C_1,BB,1,1.27471411952716,0.307942328527377,C,0,uninfected
C_1,BG,1,2.9771545907039,0.500375031252604,C,0,uninfected
C_1,BR,1,1.56599246416361,0.382448537378115,C,0,uninfected
C_1,GG,1,0.0498034121505449,0.365197099758313,C,0,uninfected
C_1,GR,1,3.73302777327043,0.50070839236603,C,0,uninfected
C_1,RB,1,0.318909090715472,0.407200600050004,C,0,uninfected
C_1,RG,1,1.14462614767825,0.379364947078923,C,0,uninfected
C_1,RR,1,0.0498034121505449,0.365197099758313,C,0,uninfected
C_1,BB,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,BG,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,BR,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,GG,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,GR,2,5.5173517569617,0.543128594049504,C,0,uninfected
C_1,RB,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,RG,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,RR,2,0.0190793110572982,0.133594466205517,C,0,uninfected
C_1,BB,3,0.0359992841857843,0.161513459454955,C,0,uninfected
C_1,BG,3,0.631830285123178,0.169264105342112,C,0,uninfected
C_1,BR,3,0.304812493279987,0.161013417784815,C,0,uninfected
C_1,GG,3,0.0412999961740276,0.151095924660388,C,0,uninfected
C_1,GR,3,4.4475286541019,0.507042253521127,C,0,uninfected
C_1,RB,3,1.01503985235539,0.189265772147679,C,0,uninfected
C_1,RG,3,0.969319892902294,0.180931744312026,C,0,uninfected
C_1,RR,3,0.0468631139578725,0.152179348279023,C,0,uninfected
C_1,BB,4,0.0362938840037115,0.145345445453788,C,0,uninfected
C_1,BG,4,0.0167158381690908,0.158679889990833,C,0,uninfected
C_1,BR,4,0.0354071414761946,0.161596799733311,C,0,uninfected
C_1,GG,4,0.0167158381690908,0.158679889990833,C,0,uninfected
C_1,GR,4,4.22229008027797,0.451370947578965,C,0,uninfected
C_1,RB,4,0.0326740271196206,0.144345362113509,C,0,uninfected
C_1,RG,4,0.466844878537709,0.170680890074173,C,0,uninfected
C_1,RR,4,0.0167158381690908,0.158679889990833,C,0,uninfected
C_1,BB,5,0.0242899644382868,0.361280106675556,C,0,uninfected
C_1,BG,5,0.925435080447834,0.412951079256605,C,0,uninfected
C_1,BR,5,0.72237183362571,0.384782065172098,C,0,uninfected
C_1,GG,5,0.0242899644382868,0.361280106675556,C,0,uninfected
C_1,GR,5,4.83447827725838,0.549295774647887,C,0,uninfected
C_1,RB,5,0.32209537305036,0.360446703891991,C,0,uninfected
C_1,RG,5,0.710312959093789,0.401283440286691,C,0,uninfected
C_1,RR,5,0.0242899644382868,0.361280106675556,C,0,uninfected
C_1,BB,6,0.0536342157680073,0.225518793232769,C,0,uninfected
C_1,BG,6,2.82986419184605,0.330360863405284,C,0,uninfected
C_1,BR,6,0.0313542355644204,0.32636053004417,C,0,uninfected
C_1,GG,6,0.0313542355644204,0.32636053004417,C,0,uninfected
C_1,GR,6,4.42710500977218,0.558713226102175,C,0,uninfected
C_1,RB,6,1.23832146013856,0.271772647720643,C,0,uninfected
C_1,RG,6,0.33223146545432,0.343195266272189,C,0,uninfected
C_1,RR,6,0.504630447155655,0.368530710892574,C,0,uninfected
C_1,BB,7,0.0235917369575602,0.248770730894241,C,0,uninfected
C_1,BG,7,0.798104053660762,0.324277023085257,C,0,uninfected
C_1,BR,7,0.333523143913847,0.253021085090424,C,0,uninfected
C_1,GG,7,0.348191621637501,0.256771397616468,C,0,uninfected
C_1,GR,7,5.57526457239251,0.491540961746812,C,0,uninfected
C_1,RB,7,0.0235917369575602,0.248770730894241,C,0,uninfected
C_1,RG,7,0.278256569432358,0.289607467288941,C,0,uninfected
C_1,RR,7,0.0235917369575602,0.248770730894241,C,0,uninfected
C_1,BB,8,0.0132099826337203,0.27593966163847,C,0,uninfected
C_1,BG,8,0.818860122005561,0.335694641220102,C,0,uninfected
C_1,BR,8,0.0132099826337203,0.27593966163847,C,0,uninfected
C_1,GG,8,0.0132099826337203,0.27593966163847,C,0,uninfected
C_1,GR,8,5.05458737838657,0.483873656138011,C,0,uninfected
C_1,RB,8,0.0132099826337203,0.27593966163847,C,0,uninfected
C_1,RG,8,0.0132099826337203,0.27593966163847,C,0,uninfected
C_1,RR,8,0.0132099826337203,0.27593966163847,C,0,uninfected
C_1,BB,9,0.0464037546643922,0.119259938328194,C,0,uninfected
C_1,BG,9,4.36455869180907,0.668055671305942,C,0,uninfected
C_1,BR,9,0.0464037546643922,0.119259938328194,C,0,uninfected
C_1,GG,9,0.580657700779694,0.130427535627969,C,0,uninfected
C_1,GR,9,1.21131527274607,0.146512209350779,C,0,uninfected
C_1,RB,9,1.08718898326129,0.139094924577048,C,0,uninfected
C_1,RG,9,0.0464037546643922,0.119259938328194,C,0,uninfected
C_1,RR,9,0.0464037546643922,0.119259938328194,C,0,uninfected
C_1,BB,10,0.0067026277548261,0.140928410700892,C,0,uninfected
C_1,BG,10,4.58859658288499,0.654637886490541,C,0,uninfected
C_1,BR,10,0.275903279457389,0.18659888324027,C,0,uninfected
C_1,GG,10,NaN,0,C,0,uninfected
C_1,GR,10,0.00534082448507136,0.169014084507042,C,0,uninfected
C_1,RB,10,0.00525823772598271,0.16859738311526,C,0,uninfected
C_1,RG,10,NaN,0,C,0,uninfected
C_1,RR,10,NaN,0,C,0,uninfected
C_1,BB,11,0.0673361926754457,0.0625885490457538,C,0,uninfected
C_1,BG,11,3.75746114870391,0.362196849737478,C,0,uninfected
C_1,BR,11,0.00653828328053693,0.0426702225185432,C,0,uninfected
C_1,GG,11,0.00653828328053693,0.0426702225185432,C,0,uninfected
C_1,GR,11,0.00653828328053693,0.0426702225185432,C,0,uninfected
C_1,RB,11,0.0224926418139531,0.0177514792899408,C,0,uninfected
C_1,RG,11,0.00653828328053693,0.0426702225185432,C,0,uninfected
