ColonyID,Colour,Day,InNestFrames,TotalFrames,Treatment,InfectionLoad,InfectionStatus,AssignmentRate,OutNestFrames,OutNestRatio
C_6,RG,4,93948,118949,C,0,uninfected,0.826034722222222,25001,0.210182515195588
C_6,RR,4,60422,128295,C,0,uninfected,0.8909375,67873,0.52903854398067
C_6,BB,5,102213,118110,C,0,uninfected,0.820208333333333,15897,0.134594869189738
C_6,BG,5,101624,120844,C,0,uninfected,0.839194444444444,19220,0.159048028863659
C_6,BR,5,78308,119818,C,0,uninfected,0.832069444444444,41510,0.346442103857517
C_6,GG,5,90320,118088,C,0,uninfected,0.820055555555556,27768,0.235146670279791
C_6,GR,5,85962,120447,C,0,uninfected,0.8364375,34485,0.286308500834392
C_6,RB,5,65634,125767,C,0,uninfected,0.873381944444444,60133,0.478130193134924
C_6,RG,5,85290,108556,C,0,uninfected,0.753861111111111,23266,0.214322561627179
C_6,RR,5,88822,117463,C,0,uninfected,0.815715277777778,28641,0.24382997199118
C_6,BB,6,70886,82400,C,0,uninfected,0.572222222222222,11514,0.139733009708738
C_6,BG,6,68452,84218,C,0,uninfected,0.584847222222222,15766,0.187204635588592
C_6,BR,6,72285,83683,C,0,uninfected,0.581131944444444,11398,0.136204485976841
C_6,GG,6,48455,89803,C,0,uninfected,0.623631944444444,41348,0.460430052448136
C_6,GR,6,55760,59523,C,0,uninfected,0.413354166666667,3763,0.063219259781933
C_6,RB,6,71927,88238,C,0,uninfected,0.612763888888889,16311,0.184852331195177
C_6,RG,6,61777,69641,C,0,uninfected,0.483618055555556,7864,0.112921985611924
C_6,RR,6,52508,69329,C,0,uninfected,0.481451388888889,16821,0.242625741031891
C_7,BB,1,124544,137956,C,0,uninfected,0.958027777777778,13412,0.0972194032880049
C_7,BG,1,34639,142044,C,0,uninfected,0.986416666666667,107405,0.756138942862775
C_7,BR,1,127294,130547,C,0,uninfected,0.906576388888889,3253,0.0249182286839223
C_7,GG,1,134983,137916,C,0,uninfected,0.95775,2933,0.0212665680559181
C_7,GR,1,90563,136217,C,0,uninfected,0.945951388888889,45654,0.33515640485402
C_7,RB,1,108476,137182,C,0,uninfected,0.952652777777778,28706,0.209254858509134
C_7,RG,1,135325,136772,C,0,uninfected,0.949805555555556,1447,0.0105796508057205
C_7,RR,1,61427,140421,C,0,uninfected,0.975145833333333,78994,0.562551185364012
C_7,BB,2,90001,138818,C,0,uninfected,0.964013888888889,48817,0.351661888227751
C_7,BG,2,22373,134627,C,0,uninfected,0.934909722222222,112254,0.833814910827694
C_7,BR,2,86043,141058,C,0,uninfected,0.979569444444444,55015,0.390016872492166
C_7,GG,2,128329,140540,C,0,uninfected,0.975972222222222,12211,0.086886295716522
C_7,GR,2,19617,135647,C,0,uninfected,0.941993055555556,116030,0.855381984120548
C_7,RB,2,28042,141619,C,0,uninfected,0.983465277777778,113577,0.801989845995241
C_7,RG,2,125197,136716,C,0,uninfected,0.949416666666667,11519,0.0842549518710319
C_7,RR,2,44767,79757,C,0,uninfected,0.553868055555556,34990,0.438707574256805
C_7,BB,3,65311,141332,C,0,uninfected,0.981472222222222,76021,0.537889508391589
C_7,BG,3,35948,136249,C,0,uninfected,0.946173611111111,100301,0.736159531446102
C_7,BR,3,57490,137700,C,0,uninfected,0.95625,80210,0.582498184458969
C_7,GG,3,100467,129007,C,0,uninfected,0.895881944444444,28540,0.22122830544079
C_7,GR,3,24068,142611,C,0,uninfected,0.990354166666667,118543,0.831233214829151
C_7,RB,3,56804,136578,C,0,uninfected,0.948458333333333,79774,0.584091142058018
C_7,RG,3,101564,138876,C,0,uninfected,0.964416666666667,37312,0.268671332699675
C_7,RR,3,36776,45300,C,0,uninfected,0.314583333333333,8524,0.188167770419426
C_7,BB,4,94523,126953,C,0,uninfected,0.881618055555556,32430,0.2554488669035
C_7,BG,4,44293,133077,C,0,uninfected,0.924145833333333,88784,0.667162620137214
C_7,BR,4,80323,128767,C,0,uninfected,0.894215277777778,48444,0.376214402758471
C_7,GG,4,94451,137350,C,0,uninfected,0.953819444444444,42899,0.31233345467783
C_7,GR,4,88512,134500,C,0,uninfected,0.934027777777778,45988,0.341918215613383
C_7,RB,4,31433,130948,C,0,uninfected,0.909361111111111,99515,0.759958151327244
C_7,RG,4,62167,137320,C,0,uninfected,0.953611111111111,75153,0.547283716865715
C_7,RR,4,38947,42557,C,0,uninfected,0.295534722222222,3610,0.0848274079469887
C_7,BB,5,90160,133276,C,0,uninfected,0.925527777777778,43116,0.323509108916834
C_7,BG,5,90731,125632,C,0,uninfected,0.872444444444444,34901,0.277803425878757
C_7,BR,5,90508,132064,C,0,uninfected,0.917111111111111,41556,0.314665616670705
C_7,GG,5,110382,129888,C,0,uninfected,0.902,19506,0.150175535846268
C_7,GR,5,92619,124864,C,0,uninfected,0.867111111111111,32245,0.258240966171194
C_7,RB,5,82433,122281,C,0,uninfected,0.849173611111111,39848,0.325872375921034
C_7,RG,5,85472,126019,C,0,uninfected,0.875131944444444,40547,0.321753068981662
C_7,RR,5,71303,71957,C,0,uninfected,0.499701388888889,654,0.00908876134358019
C_7,BB,6,90861,103133,C,0,uninfected,0.716201388888889,12272,0.118991981228123
C_7,BG,6,74416,98968,C,0,uninfected,0.687277777777778,24552,0.248080187535365
C_7,BR,6,81129,100805,C,0,uninfected,0.700034722222222,19676,0.195188730717722
C_7,GG,6,96561,110233,C,0,uninfected,0.765506944444444,13672,0.124028194823692
C_7,GR,6,78890,91314,C,0,uninfected,0.634125,12424,0.136057997678341
C_7,RB,6,79044,102696,C,0,uninfected,0.713166666666667,23652,0.230310820285113
C_7,RG,6,94340,107312,C,0,uninfected,0.745222222222222,12972,0.120881168927986
C_7,RR,6,52266,52266,C,0,uninfected,0.362958333333333,0,0
C_8,BB,1,107131,134569,C,0,uninfected,0.934506944444444,27438,0.203895399386189
C_8,BG,1,71312,141458,C,0,uninfected,0.982347222222222,70146,0.495878635354664
C_8,BR,1,126785,130357,C,0,uninfected,0.905256944444444,3572,0.0274016738648481
C_8,GG,1,111444,132648,C,0,uninfected,0.921166666666667,21204,0.15985163741632
C_8,GR,1,104346,130646,C,0,uninfected,0.907263888888889,26300,0.20130734963183
C_8,RB,1,107703,133045,C,0,uninfected,0.923923611111111,25342,0.190476906309895
C_8,RG,1,120383,123849,C,0,uninfected,0.8600625,3466,0.0279856922542774
C_8,RR,1,66574,134988,C,0,uninfected,0.937416666666667,68414,0.506815420629982
C_8,BB,2,114958,118543,C,0,uninfected,0.823215277777778,3585,0.0302421905975047
C_8,BG,2,46330,140452,C,0,uninfected,0.975361111111111,94122,0.670136416711759
C_8,BR,2,113044,121455,C,0,uninfected,0.8434375,8411,0.0692519863323865
C_8,GG,2,108219,121257,C,0,uninfected,0.8420625,13038,0.107523689354017
C_8,GR,2,120701,124883,C,0,uninfected,0.867243055555556,4182,0.0334873441541283
C_8,RB,2,123804,124781,C,0,uninfected,0.866534722222222,977,0.00782971766534969
C_8,RG,2,111826,118351,C,0,uninfected,0.821881944444444,6525,0.0551326140041064
C_8,RR,2,101263,123721,C,0,uninfected,0.859173611111111,22458,0.181521326209778
C_8,BB,3,101698,107485,C,0,uninfected,0.746423611111111,5787,0.0538400707075406
C_8,BG,3,60150,124255,C,0,uninfected,0.862881944444444,64105,0.515914852521025
C_8,BR,3,102676,105589,C,0,uninfected,0.733256944444444,2913,0.0275881010332516
C_8,GG,3,103912,109013,C,0,uninfected,0.757034722222222,5101,0.0467925843706714
C_8,GR,3,98856,113906,C,0,uninfected,0.791013888888889,15050,0.132126490263902
C_8,RB,3,97148,111822,C,0,uninfected,0.776541666666667,14674,0.131226413407022
C_8,RG,3,98062,106254,C,0,uninfected,0.737875,8192,0.0770982739473337
C_8,RR,3,95340,119622,C,0,uninfected,0.830708333333333,24282,0.202989416662487
C_8,BB,4,113547,122422,C,0,uninfected,0.850152777777778,8875,0.072495139762461
C_8,BG,4,72360,132907,C,0,uninfected,0.922965277777778,60547,0.455559150383351
C_8,BR,4,119848,124271,C,0,uninfected,0.862993055555556,4423,0.0355915700364526
C_8,GG,4,123298,124696,C,0,uninfected,0.865944444444444,1398,0.0112112657984218
C_8,GR,4,100056,125213,C,0,uninfected,0.869534722222222,25157,0.200913643152069
C_8,RB,4,111633,121993,C,0,uninfected,0.847173611111111,10360,0.0849229054126056
C_8,RG,4,112143,123648,C,0,uninfected,0.858666666666667,11505,0.0930463897515528
C_8,RR,4,100807,125130,C,0,uninfected,0.868958333333333,24323,0.194381842883401
C_8,BB,5,106423,122360,C,0,uninfected,0.849722222222222,15937,0.130246812683884
C_8,BG,5,96874,126358,C,0,uninfected,0.877486111111111,29484,0.23333702654363
C_8,BR,5,101397,117581,C,0,uninfected,0.816534722222222,16184,0.137641285581854
C_8,GG,5,105855,120724,C,0,uninfected,0.838361111111111,14869,0.123165236407011
C_8,GR,5,106006,120656,C,0,uninfected,0.837888888888889,14650,0.121419573000928
C_8,RB,5,97984,129864,C,0,uninfected,0.901833333333333,31880,0.245487587014107
C_8,RG,5,109071,116777,C,0,uninfected,0.810951388888889,7706,0.0659890218108018
C_8,RR,5,106648,126781,C,0,uninfected,0.880423611111111,20133,0.158801397685773
C_8,BB,6,103527,123371,C,0,uninfected,0.856743055555556,19844,0.160848173395693
C_8,BG,6,114251,125113,C,0,uninfected,0.868840277777778,10862,0.0868175169646639
C_8,BR,6,117810,125724,C,0,uninfected,0.873083333333333,7914,0.0629474086093347
C_8,GG,6,113149,124676,C,0,uninfected,0.865805555555556,11527,0.0924556450319227
C_8,GR,6,111795,121435,C,0,uninfected,0.843298611111111,9640,0.0793840326100383
C_8,RB,6,105059,121212,C,0,uninfected,0.84175,16153,0.133262383262383
C_8,RG,6,101903,126434,C,0,uninfected,0.878013888888889,24531,0.194022177578816
C_8,RR,6,94970,127484,C,0,uninfected,0.885305555555556,32514,0.255043770198613
C_9,BB,1,100305,141942,C,0,uninfected,0.985708333333333,41637,0.293338124022488
C_9,BG,1,103424,141824,C,0,uninfected,0.984888888888889,38400,0.270758122743682
C_9,BR,1,128115,128794,C,0,uninfected,0.894402777777778,679,0.00527198471978508
C_9,GG,1,136652,141487,C,0,uninfected,0.982548611111111,4835,0.0341727508534353
C_9,GR,1,130891,140929,C,0,uninfected,0.978673611111111,10038,0.0712273556187868
C_9,RB,1,136413,138509,C,0,uninfected,0.961868055555556,2096,0.0151325906619786
C_9,RG,1,140267,140787,C,0,uninfected,0.9776875,520,0.00369352283946671
C_9,RR,1,138698,141260,C,0,uninfected,0.980972222222222,2562,0.0181367690782953
C_9,BB,2,114118,121396,C,0,uninfected,0.843027777777778,7278,0.0599525519786484
C_9,BG,2,112436,120944,C,0,uninfected,0.839888888888889,8508,0.0703466066940071
C_9,BR,2,114230,121341,C,0,uninfected,0.842645833333333,7111,0.0586034398925343
C_9,GG,2,115327,121327,C,0,uninfected,0.842548611111111,6000,0.0494531307952888
C_9,GR,2,115335,121336,C,0,uninfected,0.842611111111111,6001,0.0494577042262807
C_9,RB,2,117300,125484,C,0,uninfected,0.871416666666667,8184,0.0652194702113417
C_9,RG,2,113372,121728,C,0,uninfected,0.845333333333333,8356,0.0686448475289169
C_9,RR,2,121333,121344,C,0,uninfected,0.842666666666667,11,9.06513713080169e-05
C_9,BB,3,124124,125870,C,0,uninfected,0.874097222222222,1746,0.0138714546754588
C_9,BG,3,119987,123140,C,0,uninfected,0.855138888888889,3153,0.0256050024362514
C_9,BR,3,125999,128476,C,0,uninfected,0.892194444444444,2477,0.0192798655001712
C_9,GG,3,113247,114374,C,0,uninfected,0.794263888888889,1127,0.0098536380645951
C_9,GR,3,130330,131823,C,0,uninfected,0.9154375,1493,0.0113257929192933
C_9,RB,3,121482,124489,C,0,uninfected,0.864506944444444,3007,0.0241547445959081
C_9,RG,3,111117,123509,C,0,uninfected,0.857701388888889,12392,0.100332769271875
C_9,RR,3,127598,128731,C,0,uninfected,0.893965277777778,1133,0.00880129883244906
C_9,BB,4,115787,118730,C,0,uninfected,0.824513888888889,2943,0.0247873326033858
C_9,BG,4,113527,114722,C,0,uninfected,0.796680555555556,1195,0.0104164850682519
C_9,BR,4,108015,113759,C,0,uninfected,0.789993055555556,5744,0.0504927082692358
C_9,GG,4,114844,116873,C,0,uninfected,0.811618055555556,2029,0.0173607248894099
C_9,GR,4,111843,116339,C,0,uninfected,0.807909722222222,4496,0.0386456820154892
C_9,RB,4,109209,113302,C,0,uninfected,0.786819444444444,4093,0.0361246932975587
C_9,RG,4,90990,128599,C,0,uninfected,0.893048611111111,37609,0.292451729795722
C_9,RR,4,119189,119851,C,0,uninfected,0.832298611111111,662,0.0055235250435958
C_9,BB,5,139283,140039,C,0,uninfected,0.972493055555556,756,0.00539849613322003
C_9,BG,5,138143,139170,C,0,uninfected,0.966458333333333,1027,0.00737946396493497
C_9,BR,5,138467,139848,C,0,uninfected,0.971166666666667,1381,0.00987500715062067
C_9,GG,5,137068,140399,C,0,uninfected,0.974993055555556,3331,0.0237252402082636
C_9,GR,5,138995,139007,C,0,uninfected,0.965326388888889,12,8.63265878696756e-05
C_9,RB,5,139989,140119,C,0,uninfected,0.973048611111111,130,0.000927782813180225
C_9,RG,5,135946,139247,C,0,uninfected,0.966993055555556,3301,0.0237060762529893
C_9,RR,5,141206,141438,C,0,uninfected,0.982208333333333,232,0.00164029468742488
C_9,BB,6,142145,143191,C,0,uninfected,0.994381944444444,1046,0.0073049283823704
C_9,BG,6,142991,142991,C,0,uninfected,0.992993055555556,0,0
C_9,BR,6,143002,143002,C,0,uninfected,0.993069444444444,0,0
C_9,GG,6,142692,142992,C,0,uninfected,0.993,300,0.00209801946962068
C_9,GR,6,142991,142991,C,0,uninfected,0.992993055555556,0,0
C_9,RB,6,142992,142992,C,0,uninfected,0.993,0,0
C_9,RG,6,142907,143002,C,0,uninfected,0.993069444444444,95,0.00066432637305772
C_9,RR,6,143024,143024,C,0,uninfected,0.993222222222222,0,0
T_1,BB,1,120557,120652,T,5,infected,0.837861111111111,95,0.000787388522361834
T_1,BG,1,82976,124656,T,12,infected,0.865666666666667,41680,0.334360159158003
T_1,BR,1,113696,113964,T,10,infected,0.791416666666667,268,0.00235161980976449
T_1,GG,1,106107,114958,T,3,infected,0.798319444444444,8851,0.0769933366968806
T_1,GR,1,113539,115703,T,15,infected,0.803493055555556,2164,0.0187030586933787
T_1,RB,1,119541,122184,T,8,infected,0.8485,2643,0.0216313101551758
T_1,RG,1,120968,122059,T,5,infected,0.847631944444444,1091,0.0089383003301682
T_1,RR,1,87900,126312,T,NaN,infected,0.877166666666667,38412,0.304104123123694
T_1,BB,2,129962,132408,T,5,infected,0.9195,2446,0.0184732040360099
T_1,BG,2,88569,133600,T,12,infected,0.927777777777778,45031,0.337058383233533
T_1,BR,2,129779,132667,T,10,infected,0.921298611111111,2888,0.0217687895256545
T_1,GG,2,131651,132171,T,3,infected,0.917854166666667,520,0.00393429723615619
T_1,GR,2,132207,132219,T,15,infected,0.9181875,12,9.07585142831212e-05
T_1,RB,2,131714,132394,T,8,infected,0.919402777777778,680,0.0051361844192335
T_1,RG,2,132010,132231,T,5,infected,0.918270833333333,221,0.00167131761841021
T_1,RR,2,87465,134629,T,NaN,infected,0.934923611111111,47164,0.350325709913912
T_1,BB,3,141314,142002,T,5,infected,0.986125,688,0.00484500218306784
T_1,BG,3,141485,142064,T,12,infected,0.986555555555556,579,0.0040756278860232
T_1,BR,3,140395,141975,T,10,infected,0.9859375,1580,0.0111287198450431
T_1,GG,3,141975,141975,T,3,infected,0.9859375,0,0
T_1,GR,3,143062,143062,T,15,infected,0.993486111111111,0,0
T_1,RB,3,141771,141976,T,8,infected,0.985944444444444,205,0.00144390601228377
T_1,RG,3,142649,142664,T,5,infected,0.990722222222222,15,0.000105142152189761
T_1,RR,3,121318,142243,T,NaN,infected,0.987798611111111,20925,0.147107414776123
T_1,BB,4,141901,142059,T,5,infected,0.986520833333333,158,0.00111221393927875
T_1,BG,4,131316,143231,T,12,infected,0.994659722222222,11915,0.0831872988389385
T_1,BR,4,142086,142086,T,10,infected,0.986708333333333,0,0
T_1,GG,4,141650,142059,T,3,infected,0.986520833333333,409,0.00287908545041145
T_1,GR,4,142049,142059,T,15,infected,0.986520833333333,10,7.03932872961234e-05
T_1,RB,4,139941,142059,T,8,infected,0.986520833333333,2118,0.0149092982493189
T_1,RG,4,142007,142166,T,5,infected,0.987263888888889,159,0.00111841087179776
T_1,RR,4,121280,143896,T,NaN,infected,0.999277777777778,22616,0.157169066548062
T_1,BB,5,129145,130123,T,5,infected,0.903631944444444,978,0.00751596566325707
T_1,BG,5,101420,129204,T,12,infected,0.89725,27784,0.215039782050091
T_1,BR,5,108025,133004,T,10,infected,0.923638888888889,24979,0.187806381762954
T_1,GG,5,120211,125922,T,3,infected,0.874458333333333,5711,0.0453534727847398
T_1,GR,5,105340,129647,T,15,infected,0.900326388888889,24307,0.187486019730499
T_1,RB,5,123761,131114,T,8,infected,0.910513888888889,7353,0.0560809677074912
T_1,RG,5,107086,131854,T,5,infected,0.915652777777778,24768,0.187844130629332
T_1,RR,5,84075,105573,T,NaN,infected,0.733145833333333,21498,0.20363161035492
T_1,BB,6,117145,120371,T,5,infected,0.835909722222222,3226,0.0268004751975144
T_1,BG,6,104163,119334,T,12,infected,0.828708333333333,15171,0.127130574689527
T_1,BR,6,70365,125605,T,10,infected,0.872256944444444,55240,0.439791409577644
T_1,GG,6,111088,115939,T,3,infected,0.805131944444444,4851,0.0418409680952915
T_1,GR,6,105919,106601,T,15,infected,0.740284722222222,682,0.00639768857703023
T_1,RB,6,109402,114115,T,8,infected,0.792465277777778,4713,0.0413004425360382
T_1,RG,6,84123,125743,T,5,infected,0.873215277777778,41620,0.330992580103863
T_1,RR,6,45483,99665,T,NaN,infected,0.692118055555556,54182,0.543641198013345
T_10,BB,1,114920,116184,T,3,infected,0.806833333333333,1264,0.0108792949115197
T_10,BG,1,125901,128698,T,0,infected,0.893736111111111,2797,0.0217330494646381
T_10,BR,1,122955,128475,T,10,infected,0.8921875,5520,0.0429655575014594
T_10,GG,1,115044,115978,T,0,infected,0.805402777777778,934,0.00805325147872872
T_10,GR,1,124664,128353,T,5,infected,0.891340277777778,3689,0.028741050072846
T_10,RB,1,127226,128131,T,NaN,infected,0.889798611111111,905,0.00706308387509658
T_10,RG,1,127456,128389,T,12,infected,0.891590277777778,933,0.00726697770058183
T_10,RR,1,128060,128130,T,4,infected,0.889791666666667,70,0.000546320143604152
T_10,BB,2,137555,139455,T,3,infected,0.9684375,1900,0.0136244666738374
T_10,BG,2,137428,139121,T,0,infected,0.966118055555556,1693,0.0121692627281288
T_10,BR,2,139063,139903,T,10,infected,0.971548611111111,840,0.00600416002516029
T_10,GG,2,139166,140035,T,0,infected,0.972465277777778,869,0.00620559145927804
T_10,GR,2,136928,139681,T,5,infected,0.970006944444444,2753,0.0197091945218033
T_10,RB,2,127877,130566,T,NaN,infected,0.906708333333333,2689,0.0205949481488289
T_10,RG,2,139110,140620,T,12,infected,0.976527777777778,1510,0.0107381595790073
T_10,RR,2,137528,139883,T,4,infected,0.971409722222222,2355,0.016835498237813
T_10,BB,3,118786,143086,T,3,infected,0.993652777777778,24300,0.169827935647093
T_10,BG,3,118780,131489,T,0,infected,0.913118055555556,12709,0.0966544729977413
T_10,BR,3,115631,140714,T,10,infected,0.977180555555556,25083,0.178255184274486
T_10,GG,3,118674,143048,T,0,infected,0.993388888888889,24374,0.170390358481069
T_10,GR,3,116134,142234,T,5,infected,0.987736111111111,26100,0.183500428870734
T_10,RB,3,118283,142987,T,NaN,infected,0.992965277777778,24704,0.172770951205354
T_10,RG,3,116739,142108,T,12,infected,0.986861111111111,25369,0.178519154445914
T_10,RR,3,123450,135752,T,4,infected,0.942722222222222,12302,0.0906211326536626
T_10,BB,4,143997,143997,T,3,infected,0.999979166666667,0,0
T_10,BG,4,143997,143997,T,0,infected,0.999979166666667,0,0
T_10,BR,4,143997,143997,T,10,infected,0.999979166666667,0,0
T_10,GG,4,143997,143997,T,0,infected,0.999979166666667,0,0
T_10,GR,4,143997,143997,T,5,infected,0.999979166666667,0,0
T_10,RB,4,143997,143997,T,NaN,infected,0.999979166666667,0,0
T_10,RG,4,143997,143997,T,12,infected,0.999979166666667,0,0
T_10,RR,4,143997,143997,T,4,infected,0.999979166666667,0,0
T_10,BB,5,100891,101672,T,3,infected,0.706055555555556,781,0.00768156424581006
T_10,BG,5,102778,102778,T,0,infected,0.713736111111111,0,0
T_10,BR,5,97446,97446,T,10,infected,0.676708333333333,0,0
T_10,GG,5,97193,97193,T,0,infected,0.674951388888889,0,0
T_10,GR,5,100395,104205,T,5,infected,0.723645833333333,3810,0.0365625449834461
T_10,RB,5,103103,103103,T,NaN,infected,0.715993055555556,0,0
T_10,RG,5,101084,103607,T,12,infected,0.719493055555556,2523,0.0243516364724391
T_10,RR,5,100786,100904,T,4,infected,0.700722222222222,118,0.00116942836755728
T_10,BB,6,76434,79995,T,3,infected,0.555520833333333,3561,0.0445152822051378
T_10,BG,6,73424,73492,T,0,infected,0.510361111111111,68,0.00092527077777173
T_10,BR,6,81014,81184,T,10,infected,0.563777777777778,170,0.00209400867165944
T_10,GG,6,73662,73822,T,0,infected,0.512652777777778,160,0.00216737557909566
T_10,GR,6,85639,85907,T,5,infected,0.596576388888889,268,0.00311965264763058
T_10,RB,6,73081,73088,T,NaN,infected,0.507555555555556,7,9.57749562171629e-05
T_10,RG,6,72762,75152,T,12,infected,0.521888888888889,2390,0.0318022141792634
T_10,RR,6,86180,88805,T,4,infected,0.616701388888889,2625,0.029559146444457
T_2,BB,1,139680,140850,T,17,infected,0.978125,1170,0.00830670926517572
T_2,BG,1,130135,140559,T,5,infected,0.976104166666667,10424,0.0741610284649151
T_2,BR,1,138109,139869,T,NaN,infected,0.9713125,1760,0.0125832028540992
T_2,GG,1,139154,140717,T,5,infected,0.977201388888889,1563,0.0111073999587825
T_2,GR,1,135623,139868,T,6,infected,0.971305555555556,4245,0.0303500443275088
T_2,RB,1,115492,139044,T,21,infected,0.965583333333333,23552,0.169385230574494
T_2,RG,1,133802,138525,T,22,infected,0.961979166666667,4723,0.0340949287132287
T_2,RR,1,139417,140032,T,9,infected,0.972444444444444,615,0.00439185329067642
T_2,BB,2,131667,132874,T,17,infected,0.922736111111111,1207,0.00908379366919036
T_2,BG,2,116566,134635,T,5,infected,0.934965277777778,18069,0.134207301221822
T_2,BR,2,130191,132794,T,NaN,infected,0.922180555555556,2603,0.0196017892374655
T_2,GG,2,122170,122175,T,5,infected,0.8484375,5,4.09249028033558e-05
T_2,GR,2,121024,121560,T,6,infected,0.844166666666667,536,0.00440934517933531
T_2,RB,2,130415,134642,T,21,infected,0.935013888888889,4227,0.0313943643142556
T_2,RG,2,126979,130465,T,22,infected,0.906006944444444,3486,0.026719809910704
T_2,RR,2,120297,120939,T,9,infected,0.839854166666667,642,0.0053084612904026
T_2,BB,3,128511,128511,T,17,infected,0.8924375,0,0
T_2,BG,3,128533,128533,T,5,infected,0.892590277777778,0,0
T_2,BR,3,119057,128909,T,NaN,infected,0.895201388888889,9852,0.0764260059421763
T_2,GG,3,128161,130055,T,5,infected,0.903159722222222,1894,0.0145630694706086
T_2,GR,3,128375,128760,T,6,infected,0.894166666666667,385,0.00299005902454178
T_2,RB,3,128748,128811,T,21,infected,0.894520833333333,63,0.000489088664787945
T_2,RG,3,128487,128511,T,22,infected,0.8924375,24,0.000186754441254056
T_2,RR,3,127265,128512,T,9,infected,0.892444444444444,1247,0.00970337400398406
T_2,BB,4,111506,111549,T,17,infected,0.774645833333333,43,0.000385480820088033
T_2,BG,4,103246,111569,T,5,infected,0.774784722222222,8323,0.0745995751508035
T_2,BR,4,99890,112525,T,NaN,infected,0.781423611111111,12635,0.112286158631415
T_2,GG,4,111590,111590,T,5,infected,0.774930555555556,0,0
T_2,GR,4,111562,111590,T,6,infected,0.774930555555556,28,0.000250918541087911
T_2,RB,4,111582,112457,T,21,infected,0.780951388888889,875,0.00778075175400375
T_2,RG,4,108537,111557,T,22,infected,0.774701388888889,3020,0.0270713626217987
T_2,RR,4,111590,111590,T,9,infected,0.774930555555556,0,0
T_2,BB,5,125980,125980,T,17,infected,0.874861111111111,0,0
T_2,BG,5,125842,125842,T,5,infected,0.873902777777778,0,0
T_2,BR,5,135756,136177,T,NaN,infected,0.945673611111111,421,0.00309156465482424
T_2,GG,5,125978,125978,T,5,infected,0.874847222222222,0,0
T_2,GR,5,125968,125978,T,6,infected,0.874847222222222,10,7.93789391798568e-05
T_2,RB,5,137837,137837,T,21,infected,0.957201388888889,0,0
T_2,RG,5,125978,125978,T,22,infected,0.874847222222222,0,0
T_2,RR,5,125978,125978,T,9,infected,0.874847222222222,0,0
T_2,BB,6,110710,111308,T,17,infected,0.772972222222222,598,0.00537247996550113
T_2,BG,6,109515,116209,T,5,infected,0.807006944444444,6694,0.0576031116350713
T_2,BR,6,128600,136249,T,NaN,infected,0.946173611111111,7649,0.0561398615769657
T_2,GG,6,110606,115390,T,5,infected,0.801319444444444,4784,0.0414593985614005
T_2,GR,6,113921,114302,T,6,infected,0.793763888888889,381,0.00333327500831132
T_2,RB,6,109924,109938,T,21,infected,0.763458333333333,14,0.000127344503265477
T_2,RG,6,110338,110538,T,22,infected,0.767625,200,0.00180933253722702
T_2,RR,6,110275,110276,T,9,infected,0.765805555555556,1,9.06815626246872e-06
T_3,BB,1,140182,140901,T,15,infected,0.978479166666667,719,0.00510287364887403
T_3,BG,1,136498,141141,T,7,infected,0.980145833333333,4643,0.032896181832352
T_3,BR,1,140515,140951,T,5,infected,0.978826388888889,436,0.00309327354896382
T_3,GG,1,139376,140918,T,9,infected,0.978597222222222,1542,0.0109425339559176
T_3,GR,1,140821,140828,T,18,infected,0.977972222222222,7,4.97060243701537e-05
T_3,RB,1,140856,140856,T,11,infected,0.978166666666667,0,0
T_3,RG,1,140361,140823,T,8,infected,0.9779375,462,0.00328071408789757
T_3,RR,1,139740,140860,T,11,infected,0.978194444444444,1120,0.0079511571773392
T_3,BB,2,137946,141207,T,15,infected,0.980604166666667,3261,0.0230937559752703
T_3,BG,2,141162,141162,T,7,infected,0.980291666666667,0,0
T_3,BR,2,141160,141160,T,5,infected,0.980277777777778,0,0
T_3,GG,2,140244,141280,T,9,infected,0.981111111111111,1036,0.00733295583238958
T_3,GR,2,140322,141217,T,18,infected,0.980673611111111,895,0.00633776386695653
T_3,RB,2,140257,141205,T,11,infected,0.980590277777778,948,0.00671364328458624
T_3,RG,2,140715,141189,T,8,infected,0.980479166666667,474,0.00335720204831821
T_3,RR,2,141063,141206,T,11,infected,0.980597222222222,143,0.00101270484257043
T_3,BB,3,107265,131257,T,15,infected,0.911506944444444,23992,0.182786441865958
T_3,BG,3,94535,119373,T,7,infected,0.828979166666667,24838,0.208070501704741
T_3,BR,3,113267,131277,T,5,infected,0.911645833333333,18010,0.137190825506372
T_3,GG,3,89716,131708,T,9,infected,0.914638888888889,41992,0.31882649497373
T_3,GR,3,89276,131709,T,18,infected,0.914645833333333,42433,0.322172364834597
T_3,RB,3,95704,131696,T,11,infected,0.914555555555556,35992,0.273296075810959
T_3,RG,3,95661,131705,T,8,infected,0.914618055555556,36044,0.273672222011313
T_3,RR,3,100775,131295,T,11,infected,0.911770833333333,30520,0.23245363494421
T_3,BB,4,130106,142488,T,15,infected,0.9895,12382,0.0868985458424569
T_3,BG,4,116086,142463,T,7,infected,0.989326388888889,26377,0.185149828376491
T_3,BR,4,118463,142463,T,5,infected,0.989326388888889,24000,0.16846479436766
T_3,GG,4,118514,142514,T,9,infected,0.989680555555556,24000,0.168404507627321
T_3,GR,4,118265,142574,T,18,infected,0.990097222222222,24309,0.170500932848907
