ColonyID,Colour,ContinuousSegment,MeanSpeed,AsssignmentRate,AssignmentRate,Treatment,InfectionLoad,InfectionStatus
C_1,RG,16,0.146172884809437,0,1,C,0,uninfected
C_1,RR,16,0.146172884809437,0,1,C,0,uninfected
C_1,BB,17,0.0961306247000582,0,1,C,0,uninfected
C_1,BG,17,3.65534926902276,0,0.990249187432286,C,0,uninfected
C_1,BR,17,0.100060108159008,0,0.960330027502292,C,0,uninfected
C_1,GG,17,0.100060108159008,0,0.960330027502292,C,0,uninfected
C_1,GR,17,0.492228922129549,0,1,C,0,uninfected
C_1,RB,17,0.18362613439481,0,0.960330027502292,C,0,uninfected
C_1,RG,17,0.100060108159008,0,0.960330027502292,C,0,uninfected
C_1,RR,17,0.100060108159008,0,0.960330027502292,C,0,uninfected
C_1,BB,18,0.401924701999882,0,1,C,0,uninfected
C_1,BG,18,3.81010627364392,0,1,C,0,uninfected
C_1,BR,18,NaN,0,0,C,0,uninfected
C_1,GG,18,NaN,0,0,C,0,uninfected
C_1,GR,18,0.294462853328596,0,1,C,0,uninfected
C_1,RB,18,NaN,0,0,C,0,uninfected
C_1,RG,18,NaN,0,0,C,0,uninfected
C_1,RR,18,NaN,0,0,C,0,uninfected
C_1,BB,19,0.0368537181906266,0,1,C,0,uninfected
C_1,BG,19,3.24496269741512,0,0.977831485957163,C,0,uninfected
C_1,BR,19,0.0368537181906266,0,1,C,0,uninfected
C_1,GG,19,0.0368537181906266,0,1,C,0,uninfected
C_1,GR,19,0.0368537181906266,0,1,C,0,uninfected
C_1,RB,19,0.0368537181906266,0,1,C,0,uninfected
C_1,RG,19,0.0368537181906266,0,1,C,0,uninfected
C_1,RR,19,0.0368537181906266,0,1,C,0,uninfected
C_1,BB,20,0.0992636825547022,0,0.99566630552546,C,0,uninfected
C_1,BG,20,3.6560795083257,0,0.957996499708309,C,0,uninfected
C_1,BR,20,0.0992636825547022,0,0.99566630552546,C,0,uninfected
C_1,GG,20,0.0992636825547022,0,0.99566630552546,C,0,uninfected
C_1,GR,20,0.700546863213134,0,0.99566630552546,C,0,uninfected
C_1,RB,20,0.0992636825547022,0,0.99566630552546,C,0,uninfected
C_1,RG,20,0.0992636825547022,0,0.99566630552546,C,0,uninfected
C_1,RR,20,0.0992636825547022,0,0.99566630552546,C,0,uninfected
C_1,BB,21,NaN,0,0,C,0,uninfected
C_1,BG,21,3.42856380468161,0,0.993416118009834,C,0,uninfected
C_1,BR,21,NaN,0,0,C,0,uninfected
C_1,GG,21,NaN,0,0,C,0,uninfected
C_1,GR,21,NaN,0,0,C,0,uninfected
C_1,RB,21,NaN,0,0,C,0,uninfected
C_1,RG,21,NaN,0,0,C,0,uninfected
C_1,RR,21,NaN,0,0,C,0,uninfected
C_1,BB,22,0.211618601988331,0,0.947912326027169,C,0,uninfected
C_1,BG,22,0.11688508213097,0,0.947912326027169,C,0,uninfected
C_1,BR,22,0.22627869090585,0,0.947912326027169,C,0,uninfected
C_1,GG,22,0.0829820810278923,0,0.947912326027169,C,0,uninfected
C_1,GR,22,4.55392746805412,0,0.994582881906826,C,0,uninfected
C_1,RB,22,3.23286055077257,0,0.947912326027169,C,0,uninfected
C_1,RG,22,0.456191947277401,0,0.936078006500542,C,0,uninfected
C_1,RR,22,0.209659304065805,0,0.947912326027169,C,0,uninfected
C_1,BB,23,0.0784405688581661,0,0.998583215267939,C,0,uninfected
C_1,BG,23,0.0911224794879545,0,1,C,0,uninfected
C_1,BR,23,0.212373275819498,0,0.877156429702475,C,0,uninfected
C_1,GG,23,0.0721443535766817,0,0.998583215267939,C,0,uninfected
C_1,GR,23,1.69040914881758,0,0.990999249937495,C,0,uninfected
C_1,RB,23,1.0374887274475,0,1,C,0,uninfected
C_1,RG,23,0.368510547640401,0,0.99399949995833,C,0,uninfected
C_1,RR,23,0.0721443535766817,0,0.998583215267939,C,0,uninfected
C_1,BB,24,NaN,0,0,C,0,uninfected
C_1,BG,24,3.76600854624585,0,0.962663555296275,C,0,uninfected
C_1,BR,24,NaN,0,0,C,0,uninfected
C_1,GG,24,NaN,0,0,C,0,uninfected
C_1,GR,24,NaN,0,0,C,0,uninfected
C_1,RB,24,2.84667608338172,0,0.979331610967581,C,0,uninfected
C_1,RG,24,NaN,0,0,C,0,uninfected
C_1,RR,24,NaN,0,0,C,0,uninfected
C_1,BB,25,0.0643643752408335,0,1,C,0,uninfected
C_1,BG,25,2.79113417011173,0,0.989582465205434,C,0,uninfected
C_1,BR,25,0.0643643752408335,0,1,C,0,uninfected
C_1,GG,25,0.0643643752408335,0,1,C,0,uninfected
C_1,GR,25,0.0643643752408335,0,1,C,0,uninfected
C_1,RB,25,1.77181195433218,0,1,C,0,uninfected
C_1,RG,25,0.0643643752408335,0,1,C,0,uninfected
C_1,RR,25,0.0643643752408335,0,1,C,0,uninfected
C_1,BB,26,0.183532416174588,0,0.890657554796233,C,0,uninfected
C_1,BG,26,0.165921915021136,0,0.502625218768231,C,0,uninfected
C_1,BR,26,1.8078671403442,0,1,C,0,uninfected
C_1,GG,26,0.187236065572773,0,0.426452204350363,C,0,uninfected
C_1,GR,26,4.03902025074931,0,0.995499624968747,C,0,uninfected
C_1,RB,26,0.437618542254651,0,1,C,0,uninfected
C_1,RG,26,1.27455942413633,0,0.980581715142929,C,0,uninfected
C_1,RR,26,0.744634551882866,0,0.426452204350363,C,0,uninfected
C_1,BB,27,NaN,0,0,C,0,uninfected
C_1,BG,27,0.674739353554684,0,1,C,0,uninfected
C_1,BR,27,NaN,0,0,C,0,uninfected
C_1,GG,27,NaN,0,0,C,0,uninfected
C_1,GR,27,4.1497774699804,0,1,C,0,uninfected
C_1,RB,27,0.172569243502586,0,1,C,0,uninfected
C_1,RG,27,0.367067968288073,0,1,C,0,uninfected
C_1,RR,27,NaN,0,0,C,0,uninfected
C_1,BB,28,0.170557288241741,0,0.947078923243604,C,0,uninfected
C_1,BG,28,0.3054889771612,0,0.947078923243604,C,0,uninfected
C_1,BR,28,0.151276651387495,0,0.947078923243604,C,0,uninfected
C_1,GG,28,0.170557288241741,0,0.947078923243604,C,0,uninfected
C_1,GR,28,3.52737728420144,0,1,C,0,uninfected
C_1,RB,28,1.29754283499227,0,1,C,0,uninfected
C_1,RG,28,0.553405846684629,0,1,C,0,uninfected
C_1,RR,28,0.170557288241741,0,0.947078923243604,C,0,uninfected
C_1,BB,29,0.0741794750239019,0,1,C,0,uninfected
C_1,BG,29,0.0741794750239019,0,1,C,0,uninfected
C_1,BR,29,0.0741794750239019,0,1,C,0,uninfected
C_1,GG,29,0.0741794750239019,0,1,C,0,uninfected
C_1,GR,29,0.849375898405139,0,1,C,0,uninfected
C_1,RB,29,0.0741794750239019,0,1,C,0,uninfected
C_1,RG,29,0.0741794750239019,0,1,C,0,uninfected
C_1,RR,29,0.0741794750239019,0,1,C,0,uninfected
C_1,BB,30,0.113512086496266,0,1,C,0,uninfected
C_1,BG,30,0.111375844292177,0,0.996583048587382,C,0,uninfected
C_1,BR,30,0.113512086496266,0,1,C,0,uninfected
C_1,GG,30,0.113512086496266,0,1,C,0,uninfected
C_1,GR,30,0.685890819818695,0,1,C,0,uninfected
C_1,RB,30,0.113512086496266,0,1,C,0,uninfected
C_1,RG,30,0.113512086496266,0,1,C,0,uninfected
C_1,RR,30,0.113512086496266,0,1,C,0,uninfected
C_1,BB,31,0.251255440295515,0,1,C,0,uninfected
C_1,BG,31,0.0778657001671535,0,1,C,0,uninfected
C_1,BR,31,0.393140278554232,0,1,C,0,uninfected
C_1,GG,31,0.0778657001671535,0,1,C,0,uninfected
C_1,GR,31,3.31781506647117,0,0.997583131927661,C,0,uninfected
C_1,RB,31,0.430042125241057,0,1,C,0,uninfected
C_1,RG,31,0.189135464519617,0,1,C,0,uninfected
C_1,RR,31,0.0778657001671535,0,1,C,0,uninfected
C_1,BB,32,0.188041768197489,0,1,C,0,uninfected
C_1,BG,32,0.208612423358467,0,1,C,0,uninfected
C_1,BR,32,0.188041768197489,0,1,C,0,uninfected
C_1,GG,32,0.188041768197489,0,1,C,0,uninfected
C_1,GR,32,0.188041768197489,0,1,C,0,uninfected
C_1,RB,32,0.0860638913103814,0,1,C,0,uninfected
C_1,RG,32,0.217486358833328,0,1,C,0,uninfected
C_1,RR,32,0.188041768197489,0,1,C,0,uninfected
C_1,BB,33,0.17349030032067,0,1,C,0,uninfected
C_1,BG,33,0.17349030032067,0,1,C,0,uninfected
C_1,BR,33,0.17349030032067,0,1,C,0,uninfected
C_1,GG,33,0.17349030032067,0,1,C,0,uninfected
C_1,GR,33,0.17349030032067,0,1,C,0,uninfected
C_1,RB,33,0.17349030032067,0,1,C,0,uninfected
C_1,RG,33,0.17349030032067,0,1,C,0,uninfected
C_1,RR,33,0.17349030032067,0,1,C,0,uninfected
C_1,BB,34,0.137537137636856,0,1,C,0,uninfected
C_1,BG,34,0.137537137636856,0,1,C,0,uninfected
C_1,BR,34,0.137537137636856,0,1,C,0,uninfected
C_1,GG,34,0.137537137636856,0,1,C,0,uninfected
C_1,GR,34,0.137537137636856,0,1,C,0,uninfected
C_1,RB,34,0.137537137636856,0,1,C,0,uninfected
C_1,RG,34,0.137537137636856,0,1,C,0,uninfected
C_1,RR,34,0.137537137636856,0,1,C,0,uninfected
C_1,BB,35,0.135878524824048,0,1,C,0,uninfected
C_1,BG,35,0.731723706658098,0,0.929077423118593,C,0,uninfected
C_1,BR,35,0.206144184512007,0,1,C,0,uninfected
C_1,GG,35,0.789394143792138,0,0.974664555379615,C,0,uninfected
C_1,GR,35,3.57415447153141,0,0.995999666638887,C,0,uninfected
C_1,RB,35,0.135878524824048,0,1,C,0,uninfected
C_1,RG,35,0.494873085112297,0,1,C,0,uninfected
C_1,RR,35,0.713490633987042,0,1,C,0,uninfected
C_1,BB,36,1.65494503000938,0,0.9980831735978,C,0,uninfected
C_1,BG,36,1.4686834917766,0,0.9980831735978,C,0,uninfected
C_1,BR,36,0.359664206760265,0,0.9980831735978,C,0,uninfected
C_1,GG,36,0.32199031002462,0,0.9980831735978,C,0,uninfected
C_1,GR,36,1.41568381386595,0,0.989499124927077,C,0,uninfected
C_1,RB,36,0.665227582372811,0,0.9980831735978,C,0,uninfected
C_1,RG,36,0.400800237723148,0,0.842986915576298,C,0,uninfected
C_1,RR,36,0.82264729748692,0,0.9980831735978,C,0,uninfected
C_1,BB,37,1.95730496682296,0,1,C,0,uninfected
C_1,BG,37,0.860948532742257,0,0.984248687390616,C,0,uninfected
C_1,BR,37,0.131175723491369,0,0.938661555129594,C,0,uninfected
C_1,GG,37,0.131175723491369,0,0.938661555129594,C,0,uninfected
C_1,GR,37,0.131175723491369,0,0.938661555129594,C,0,uninfected
C_1,RB,37,0.262367695796765,0,0.984248687390616,C,0,uninfected
C_1,RG,37,0.208958985464653,0,0.938661555129594,C,0,uninfected
C_1,RR,37,0.131175723491369,0,0.938661555129594,C,0,uninfected
C_1,BB,38,3.10064053427483,0,1,C,0,uninfected
C_1,BG,38,1.38049995642006,0,0.995249604133678,C,0,uninfected
C_1,BR,38,NaN,0,0,C,0,uninfected
C_1,GG,38,NaN,0,0,C,0,uninfected
C_1,GR,38,NaN,0,0,C,0,uninfected
C_1,RB,38,0.0882671722431009,0,1,C,0,uninfected
C_1,RG,38,NaN,0,0,C,0,uninfected
C_1,RR,38,NaN,0,0,C,0,uninfected
C_1,BB,39,2.40518689361884,0,0.99974997916493,C,0,uninfected
C_1,BG,39,0.352823148157979,0,1,C,0,uninfected
C_1,BR,39,0.0963977046821277,0,0.991499291607634,C,0,uninfected
C_1,GG,39,0.0963977046821277,0,0.991499291607634,C,0,uninfected
C_1,GR,39,0.0963977046821277,0,0.991499291607634,C,0,uninfected
C_1,RB,39,0.264353329529517,0,0.99974997916493,C,0,uninfected
C_1,RG,39,0.0963977046821277,0,0.991499291607634,C,0,uninfected
C_1,RR,39,0.0963977046821277,0,0.991499291607634,C,0,uninfected
C_1,BB,40,1.49255532371984,0,1,C,0,uninfected
C_1,BG,40,0.23092670648585,0,1,C,0,uninfected
C_1,BR,40,0.210648887191605,0,1,C,0,uninfected
C_1,GG,40,0.250716946516114,0,0.997249770814234,C,0,uninfected
C_1,GR,40,0.363999625812173,0,1,C,0,uninfected
C_1,RB,40,0.598566034515458,0,1,C,0,uninfected
C_1,RG,40,0.131042800255109,0,1,C,0,uninfected
C_1,RR,40,0.353817219787582,0,1,C,0,uninfected
C_1,BB,41,0.0892150472341925,0,1,C,0,uninfected
C_1,BG,41,0.0892150472341925,0,1,C,0,uninfected
C_1,BR,41,0.0892150472341925,0,1,C,0,uninfected
C_1,GG,41,0.0892150472341925,0,1,C,0,uninfected
C_1,GR,41,1.0284682823557,0,1,C,0,uninfected
C_1,RB,41,0.273577427312738,0,1,C,0,uninfected
C_1,RG,41,0.0892150472341925,0,1,C,0,uninfected
C_1,RR,41,0.0892150472341925,0,1,C,0,uninfected
C_1,BB,42,0.0561353484225823,0,1,C,0,uninfected
C_1,BG,42,0.0561353484225823,0,1,C,0,uninfected
C_1,BR,42,0.0561353484225823,0,1,C,0,uninfected
C_1,GG,42,0.0561353484225823,0,1,C,0,uninfected
C_1,GR,42,0.0561353484225823,0,1,C,0,uninfected
C_1,RB,42,0.0692995073856977,0,1,C,0,uninfected
C_1,RG,42,0.0561353484225823,0,1,C,0,uninfected
C_1,RR,42,0.0561353484225823,0,1,C,0,uninfected
C_1,BB,43,0.062241837823489,0,1,C,0,uninfected
C_1,BG,43,0.062241837823489,0,1,C,0,uninfected
C_1,BR,43,0.062241837823489,0,1,C,0,uninfected
C_1,GG,43,0.062241837823489,0,1,C,0,uninfected
C_1,GR,43,0.062241837823489,0,1,C,0,uninfected
C_1,RB,43,0.062241837823489,0,1,C,0,uninfected
C_1,RG,43,0.062241837823489,0,1,C,0,uninfected
C_1,RR,43,0.062241837823489,0,1,C,0,uninfected
C_1,BB,44,0.0244026575333179,0,1,C,0,uninfected
C_1,BG,44,0.0244026575333179,0,1,C,0,uninfected
C_1,BR,44,0.0244026575333179,0,1,C,0,uninfected
C_1,GG,44,0.0244026575333179,0,1,C,0,uninfected
C_1,GR,44,0.0244026575333179,0,1,C,0,uninfected
C_1,RB,44,0.0244026575333179,0,1,C,0,uninfected
C_1,RG,44,0.0244026575333179,0,1,C,0,uninfected
C_1,RR,44,0.0244026575333179,0,1,C,0,uninfected
C_1,BB,45,0.0198052448070119,0,1,C,0,uninfected
C_1,BG,45,0.0198052448070119,0,1,C,0,uninfected
C_1,BR,45,0.0198052448070119,0,1,C,0,uninfected
C_1,GG,45,0.0198052448070119,0,1,C,0,uninfected
C_1,GR,45,0.0198052448070119,0,1,C,0,uninfected
C_1,RB,45,0.0198052448070119,0,1,C,0,uninfected
C_1,RG,45,0.0198052448070119,0,1,C,0,uninfected
C_1,RR,45,0.0198052448070119,0,1,C,0,uninfected
C_1,BB,46,0.0281815231082528,0,1,C,0,uninfected
C_1,BG,46,0.0281815231082528,0,1,C,0,uninfected
C_1,BR,46,0.0281815231082528,0,1,C,0,uninfected
C_1,GG,46,0.0281815231082528,0,1,C,0,uninfected
C_1,GR,46,0.0281815231082528,0,1,C,0,uninfected
C_1,RB,46,0.0281815231082528,0,1,C,0,uninfected
C_1,RG,46,0.0281815231082528,0,1,C,0,uninfected
C_1,RR,46,0.0281815231082528,0,1,C,0,uninfected
C_1,BB,47,0.0276113595864642,0,1,C,0,uninfected
C_1,BG,47,0.0276113595864642,0,1,C,0,uninfected
C_1,BR,47,0.0276113595864642,0,1,C,0,uninfected
C_1,GG,47,0.0276113595864642,0,1,C,0,uninfected
C_1,GR,47,0.0276113595864642,0,1,C,0,uninfected
C_1,RB,47,0.0441026882994567,0,1,C,0,uninfected
C_1,RG,47,0.0276113595864642,0,1,C,0,uninfected
C_1,RR,47,0.0276113595864642,0,1,C,0,uninfected
C_1,BB,48,0.0601045943245372,0,1,C,0,uninfected
C_1,BG,48,0.056139239220125,0,1,C,0,uninfected
C_1,BR,48,0.056139239220125,0,1,C,0,uninfected
C_1,GG,48,0.056139239220125,0,1,C,0,uninfected
C_1,GR,48,0.056139239220125,0,1,C,0,uninfected
C_1,RB,48,2.24836241561682,0,1,C,0,uninfected
C_1,RG,48,0.056139239220125,0,1,C,0,uninfected
C_1,RR,48,0.056139239220125,0,1,C,0,uninfected
C_1,BB,49,0.0612171921840884,0,1,C,0,uninfected
C_1,BG,49,0.0569745741688567,0,1,C,0,uninfected
C_1,BR,49,0.0569745741688567,0,1,C,0,uninfected
C_1,GG,49,0.0569745741688567,0,1,C,0,uninfected
C_1,GR,49,0.0569745741688567,0,1,C,0,uninfected
C_1,RB,49,2.41693175227742,0,0.499958329860822,C,0,uninfected
C_1,RG,49,0.0569745741688567,0,1,C,0,uninfected
C_1,RR,49,0.0569745741688567,0,1,C,0,uninfected
C_1,BB,50,0.0595597093987214,0,1,C,0,uninfected
C_1,BG,50,0.0595597093987214,0,1,C,0,uninfected
C_1,BR,50,0.0595597093987214,0,1,C,0,uninfected
C_1,GG,50,0.0595597093987214,0,1,C,0,uninfected
C_1,GR,50,0.0595597093987214,0,1,C,0,uninfected
C_1,RB,50,0.72456087410967,0,1,C,0,uninfected
C_1,RG,50,0.0595597093987214,0,1,C,0,uninfected
C_1,RR,50,0.0595597093987214,0,1,C,0,uninfected
C_1,BB,51,0.0235945253032512,0,1,C,0,uninfected
C_1,BG,51,0.0235945253032512,0,1,C,0,uninfected
C_1,BR,51,0.0235945253032512,0,1,C,0,uninfected
C_1,GG,51,0.0235945253032512,0,1,C,0,uninfected
C_1,GR,51,0.0235945253032512,0,1,C,0,uninfected
C_1,RB,51,0.0235945253032512,0,1,C,0,uninfected
C_1,RG,51,0.0235945253032512,0,1,C,0,uninfected
C_1,RR,51,0.0235945253032512,0,1,C,0,uninfected
C_1,BB,52,0.014789425365469,0,1,C,0,uninfected
C_1,BG,52,0.014789425365469,0,1,C,0,uninfected
C_1,BR,52,0.014789425365469,0,1,C,0,uninfected
C_1,GG,52,0.014789425365469,0,1,C,0,uninfected
C_1,GR,52,0.014789425365469,0,1,C,0,uninfected
C_1,RB,52,0.151437063568548,0,1,C,0,uninfected
C_1,RG,52,0.014789425365469,0,1,C,0,uninfected
C_1,RR,52,0.014789425365469,0,1,C,0,uninfected
C_1,BB,53,0.0456502637981868,0,1,C,0,uninfected
C_1,BG,53,0.0456502637981868,0,1,C,0,uninfected
C_1,BR,53,0.0456502637981868,0,1,C,0,uninfected
C_1,GG,53,0.0456502637981868,0,1,C,0,uninfected
C_1,GR,53,0.0456502637981868,0,1,C,0,uninfected
C_1,RB,53,0.0456502637981868,0,1,C,0,uninfected
C_1,RG,53,0.0456502637981868,0,1,C,0,uninfected
C_1,RR,53,0.0456502637981868,0,1,C,0,uninfected
C_1,BB,54,0.0602823564241002,0,1,C,0,uninfected
C_1,BG,54,0.0602823564241002,0,1,C,0,uninfected
C_1,BR,54,0.0602823564241002,0,1,C,0,uninfected
C_1,GG,54,0.0602823564241002,0,1,C,0,uninfected
C_1,GR,54,0.0602823564241002,0,1,C,0,uninfected
C_1,RB,54,0.0602823564241002,0,1,C,0,uninfected
C_1,RG,54,0.0602823564241002,0,1,C,0,uninfected
C_1,RR,54,0.0602823564241002,0,1,C,0,uninfected
C_1,BB,55,0.732674510455241,0,0.999916659721643,C,0,uninfected
C_1,BG,55,0.0611168513485703,0,0.999916659721643,C,0,uninfected
C_1,BR,55,0.0611168513485703,0,0.999916659721643,C,0,uninfected
C_1,GG,55,0.0611168513485703,0,0.999916659721643,C,0,uninfected
