ColonyID,Colour,Day,AssignmentRate,MeanSpeed,MedianSpeed,InNestFrame,OutNestFrame,TotalFrame,OutNestRatio,InfectionStatus,InfectionLoad,Treatment
C_1,RR,6,1,0.104348663102746,0.0162749348350349,137251,6749,144000,0.0468680555555556,uninfected,0,C
C_10,BB,1,0.896451388888889,2.25426208504444,2.2378816432571,126090,2999,129089,0.0232320337131746,uninfected,0,C
C_10,BG,1,0.900131944444444,1.58483502171348,1.43108801788785,127797,1822,129619,0.0140565812110879,uninfected,0,C
C_10,BR,1,0.884819444444444,2.46479348577602,2.42293394756441,112996,14418,127414,0.113158679579952,uninfected,0,C
C_10,GG,1,0.831326388888889,2.0784080449041,1.95701124803679,107207,12504,119711,0.104451554159601,uninfected,0,C
C_10,GR,1,0.910861111111111,2.6449165706784,2.72156343551452,90628,40536,131164,0.309048214449087,uninfected,0,C
C_10,RB,1,0.91525,1.72288152309062,1.40571053076292,130310,1486,131796,0.0112750007587484,uninfected,0,C
C_10,RG,1,0.87925,1.98812440342011,1.87921807663231,77208,49404,126612,0.390199981044451,uninfected,0,C
C_10,RR,1,0.899826388888889,1.50045302477436,1.16537064870299,127754,1821,129575,0.0140536368898321,uninfected,0,C
C_10,BB,2,0.9989375,0.223466181208986,0.042010548100476,130863,12984,143847,0.0902625706479801,uninfected,0,C
C_10,BG,2,0.998263888888889,0.304448086941137,0.0431004975819261,138028,5722,143750,0.0398052173913043,uninfected,0,C
C_10,BR,2,0.9686875,0.747771516090588,0.0674084974585493,100043,39448,139491,0.282799607143113,uninfected,0,C
C_10,GG,2,0.9714375,2.88316768712269,3.01673332915514,81095,58792,139887,0.420282084825609,uninfected,0,C
C_10,GR,2,0.899256944444444,2.70508804992001,2.80964004135015,105490,24003,129493,0.185361370884913,uninfected,0,C
C_10,RB,2,0.915173611111111,0.426437170855618,0.0477810125239314,117247,14538,131785,0.110316045073415,uninfected,0,C
C_10,RG,2,0.982145833333333,1.34109041180954,0.399017383316895,114296,27133,141429,0.191848913589151,uninfected,0,C
C_10,RR,2,0.938305555555556,0.602410858190635,0.0439987236325961,130258,4858,135116,0.0359542911276237,uninfected,0,C
C_10,BB,3,0.916666666666667,NaN,NaN,132000,0,132000,0,uninfected,0,C
C_10,BG,3,0.833333333333333,1.7728266779979,1.69214917678111,119263,737,120000,0.00614166666666667,uninfected,0,C
C_10,BR,3,0.833333333333333,NaN,NaN,120000,0,120000,0,uninfected,0,C
C_10,GG,3,0.991,2.6914119631634,2.82827579665036,98457,44247,142704,0.310061385805584,uninfected,0,C
C_10,GR,3,0.833333333333333,1.68956832765548,1.63991696800579,119596,404,120000,0.00336666666666667,uninfected,0,C
C_10,RB,3,0.916666666666667,1.99754292882358,1.89776582460745,129248,2752,132000,0.0208484848484848,uninfected,0,C
C_10,RG,3,0.9979375,1.39340262375056,1.10187137798479,141519,2184,143703,0.0151980125675873,uninfected,0,C
C_10,RR,3,0.916666666666667,1.48963300842459,1.27519532002977,131161,839,132000,0.00635606060606061,uninfected,0,C
C_10,BB,4,0.975409722222222,0.933811167620429,0.478931967873549,122313,18146,140459,0.129190724695463,uninfected,0,C
C_10,BG,4,0.9995,2.0952248566516,1.96679446233318,114880,29048,143928,0.201823133789117,uninfected,0,C
C_10,BR,4,0.998270833333333,0.4812162155234,0.17202808265693,130431,13320,143751,0.092660224972348,uninfected,0,C
C_10,GG,4,0.999409722222222,0.715585801988801,0.287742589818428,132402,11513,143915,0.0799986102907966,uninfected,0,C
C_10,GR,4,0.997902777777778,1.3529140057624,0.955824365508722,110331,33367,143698,0.232202257512283,uninfected,0,C
C_10,RB,4,0.998645833333333,1.15209016768628,0.917496876387569,134876,8929,143805,0.0620910260422099,uninfected,0,C
C_10,RG,4,0.995138888888889,0.931375367030153,0.481017353929713,99189,44111,143300,0.307822749476622,uninfected,0,C
C_10,RR,4,0.987979166666667,2.0919029323424,1.9646604248404,81187,61082,142269,0.429341599364584,uninfected,0,C
C_10,BB,5,0.998388888888889,1.82909042808451,1.64075110159298,115836,27932,143768,0.194285237326804,uninfected,0,C
C_10,BG,5,0.999277777777778,2.41437917105777,2.37992842187228,107420,36476,143896,0.253488630677712,uninfected,0,C
C_10,BR,5,0.947243055555556,0.744350290040426,0.432802785559435,127808,8595,136403,0.0630118105906762,uninfected,0,C
C_10,GG,5,0.959777777777778,0.988931737208071,0.647301821006195,130880,7328,138208,0.0530215327622135,uninfected,0,C
C_10,GR,5,0.997819444444444,2.39815019247103,2.38182939922534,97874,45812,143686,0.318834124410172,uninfected,0,C
C_10,RB,5,0.999319444444444,2.11158983156929,1.97058804371771,125119,18783,143902,0.130526330419313,uninfected,0,C
C_10,RG,5,0.979180555555555,1.1479883950765,0.845268852236953,130760,10242,141002,0.0726372675564886,uninfected,0,C
C_10,RR,5,0.958756944444444,0.935084023714377,0.330417132055106,95413,42648,138061,0.308906932442906,uninfected,0,C
C_10,BB,6,0.9391875,1.21577874510272,0.888538417070073,111233,24010,135243,0.17753229372315,uninfected,0,C
C_10,BG,6,0.993472222222222,0.893590686378203,0.539806437033234,92068,50992,143060,0.356437858241297,uninfected,0,C
C_10,BR,6,0.899208333333333,0.788376224243469,0.459387218166541,111358,18128,129486,0.139999691086295,uninfected,0,C
C_10,GG,6,0.909916666666667,0.78366146564446,0.388969241679438,104332,26696,131028,0.203742711481515,uninfected,0,C
C_10,GR,6,0.982583333333333,1.27662785445902,0.978952377848609,121270,20222,141492,0.14291974104543,uninfected,0,C
C_10,RB,6,0.988638888888889,0.961279607976669,0.646475338447289,120008,22356,142364,0.157034081649855,uninfected,0,C
C_10,RG,6,0.907631944444445,0.871907558676621,0.500486939722443,104663,26036,130699,0.199205808766708,uninfected,0,C
C_10,RR,6,0.997659722222222,0.665144001248456,0.21943766138278,95553,48110,143663,0.334880936636434,uninfected,0,C
C_2,BB,1,0.995229166666667,1.16435440035409,0.999182269982123,143053,260,143313,0.00181421085316754,uninfected,0,C
C_2,BG,1,0.9998125,0.663105325388307,0.551544817085904,143862,111,143973,0.000770977891688025,uninfected,0,C
C_2,BR,1,0.998875,1.39129770744159,1.14196749328977,142045,1793,143838,0.0124654124779266,uninfected,0,C
C_2,GG,1,0.9920625,2.89799051732131,3.03361327720816,115021,27836,142857,0.194852194852195,uninfected,0,C
C_2,GR,1,0.995229166666667,1.18071790041492,1.06429475864192,143298,15,143313,0.000104666010759666,uninfected,0,C
C_2,RB,1,0.995229166666667,NaN,NaN,143313,0,143313,0,uninfected,0,C
C_2,RG,1,0.995243055555556,0.653000964218682,0.541939768565382,142919,396,143315,0.00276314412308551,uninfected,0,C
C_2,RR,1,0.995229166666667,NaN,NaN,143312,1,143313,6.97773405064439e-06,uninfected,0,C
C_2,BB,2,0.990097222222222,0.960479518741926,0.733170421139096,138882,3692,142574,0.0258953245332249,uninfected,0,C
C_2,BG,2,0.9861875,1.55484517298423,1.21502137769516,137516,4495,142011,0.0316524776249727,uninfected,0,C
C_2,BR,2,0.992423611111111,1.65366597226912,1.22500866861242,132546,10363,142909,0.0725146771721865,uninfected,0,C
C_2,GG,2,0.992006944444444,2.64629830347379,2.80602841109815,51668,91181,142849,0.638303383292848,uninfected,0,C
C_2,GR,2,0.993520833333333,1.98269605270044,1.92928101246299,130773,12294,143067,0.0859317662354002,uninfected,0,C
C_2,RB,2,0.995819444444444,2.13371767175481,1.9258311576636,117784,25614,143398,0.178621738099555,uninfected,0,C
C_2,RG,2,0.989791666666667,1.91436507352834,1.59484069545411,128140,14390,142530,0.100961201150635,uninfected,0,C
C_2,RR,2,0.986694444444444,0.947373427967292,0.795773859507371,140370,1714,142084,0.0120632865065736,uninfected,0,C
C_2,BB,3,0.995798611111111,1.63673824045022,1.33453033240029,119747,23648,143395,0.164915094668573,uninfected,0,C
C_2,BG,3,0.939881944444444,1.96694545654912,1.77416103210458,119311,16032,135343,0.118454593144825,uninfected,0,C
C_2,BR,3,0.930159722222222,1.35558311882021,1.03730996336116,115648,18295,133943,0.136587951591349,uninfected,0,C
C_2,GG,3,0.964694444444444,1.66031753863839,1.34661194888503,78145,60771,138916,0.437465806674537,uninfected,0,C
C_2,GR,3,0.965993055555556,1.43177412273085,0.79001107531676,111489,27614,139103,0.198514769631137,uninfected,0,C
C_2,RB,3,0.988798611111111,1.56640444800062,1.23253009228809,107801,34586,142387,0.242901388469453,uninfected,0,C
C_2,RG,3,0.998909722222222,2.46202258729248,2.57244776024093,72975,70868,143843,0.492676042629812,uninfected,0,C
C_2,RR,3,0.946368055555556,1.09182021490896,0.727308801974926,128625,7652,136277,0.0561503408498866,uninfected,0,C
C_2,BB,4,0.997243055555556,1.58958578242038,1.35756583406262,126976,16627,143603,0.115784489181981,uninfected,0,C
C_2,BG,4,0.9975,1.88152437108632,1.66446030064097,135837,7803,143640,0.0543233082706767,uninfected,0,C
C_2,BR,4,0.996944444444444,1.89995217553857,1.69402364800674,136935,6625,143560,0.0461479520757871,uninfected,0,C
C_2,GG,4,1,1.38712000146493,0.985189385063491,129590,14410,144000,0.100069444444444,uninfected,0,C
C_2,GR,4,0.997354166666667,1.07129567360321,0.433211721940279,138405,5214,143619,0.0363043886950891,uninfected,0,C
C_2,RB,4,0.999201388888889,0.946289077243893,0.52596408694035,114315,29570,143885,0.205511345866491,uninfected,0,C
C_2,RG,4,0.997270833333333,1.96800105237686,1.74764001301757,125423,18184,143607,0.126623354014776,uninfected,0,C
C_2,RR,4,0.9966875,0.726357117484326,0.354341160254058,137344,6179,143523,0.0430523330755349,uninfected,0,C
C_2,BB,5,0.993736111111111,1.03850304916787,0.770461957469779,140408,2690,143098,0.0187983060559896,uninfected,0,C
C_2,BG,5,0.981694444444444,1.55908881218016,1.38185335656922,138920,2444,141364,0.0172887015081633,uninfected,0,C
C_2,BR,5,0.983631944444444,NaN,NaN,141643,0,141643,0,uninfected,0,C
C_2,GG,5,0.959694444444444,0.700760522322301,0.570542665354017,137810,386,138196,0.00279313438883904,uninfected,0,C
C_2,GR,5,0.9936875,1.15495632420877,0.974943953958619,141911,1180,143091,0.00824650047871634,uninfected,0,C
C_2,RB,5,0.987402777777778,0.599960129263397,0.402686217624334,139252,2934,142186,0.0206349429620356,uninfected,0,C
C_2,RG,5,0.986409722222222,0.945639131668455,0.735941342702453,139790,2253,142043,0.0158613940848898,uninfected,0,C
C_2,RR,5,0.983125,0.475219963608817,0.323570607182776,141168,402,141570,0.00283958465776648,uninfected,0,C
C_2,BB,6,0.999708333333333,0.815969054982171,0.640110255024732,143030,928,143958,0.00644632462245933,uninfected,0,C
C_2,BG,6,0.998965277777778,1.22608254429064,1.03935322466882,142430,1421,143851,0.00987827682810686,uninfected,0,C
C_2,BR,6,0.998965277777778,1.00507834807238,0.850698427287034,142813,1038,143851,0.007215799681615,uninfected,0,C
C_2,GG,6,0.999236111111111,0.753051640654161,0.586393735670512,142581,1309,143890,0.00909722704843978,uninfected,0,C
C_2,GR,6,0.999708333333333,0.921334814127396,0.743161127310051,143673,285,143958,0.00197974409202684,uninfected,0,C
C_2,RB,6,0.998965277777778,1.0890932186584,0.925230177615418,142985,866,143851,0.00602011803880404,uninfected,0,C
C_2,RG,6,0.998965277777778,1.0028153864105,0.848812714083071,142141,1710,143851,0.0118873000535276,uninfected,0,C
C_2,RR,6,0.998965277777778,0.618397530881363,0.513203175481031,143753,98,143851,0.000681260470903921,uninfected,0,C
C_3,BB,1,1,1.82633697341897,1.64703332941153,140203,3797,144000,0.0263680555555556,uninfected,0,C
C_3,BG,1,1,1.37285305554416,1.24241951345891,143840,160,144000,0.00111111111111111,uninfected,0,C
C_3,BR,1,0.916666666666667,NaN,NaN,132000,0,132000,0,uninfected,0,C
C_3,GG,1,1,1.22488590500312,1.00397496861834,142172,1828,144000,0.0126944444444444,uninfected,0,C
C_3,GR,1,0.914576388888889,2.326998600382,2.26992202502066,125664,6035,131699,0.0458241900090358,uninfected,0,C
C_3,RB,1,1,1.66659821299787,1.45229472501743,143653,347,144000,0.00240972222222222,uninfected,0,C
C_3,RG,1,0.916666666666667,1.53844573623245,1.21027966528458,130997,1003,132000,0.00759848484848485,uninfected,0,C
C_3,RR,1,1,1.38701132893339,1.18521250295941,140432,3568,144000,0.0247777777777778,uninfected,0,C
C_3,BB,2,0.993541666666667,2.3980854088611,2.41396183182878,68503,74567,143070,0.521192423289299,uninfected,0,C
C_3,BG,2,1,1.18272652559553,0.748213539134215,139483,4517,144000,0.0313680555555556,uninfected,0,C
C_3,BR,2,0.987861111111111,1.23386439667725,0.661346944972575,134222,8030,142252,0.0564491184658212,uninfected,0,C
C_3,GG,2,0.999027777777778,0.829993217656885,0.432168900172416,128209,15651,143860,0.108793271235924,uninfected,0,C
C_3,GR,2,0.966534722222222,2.16673779474309,2.15437491414679,78209,60972,139181,0.438077036377092,uninfected,0,C
C_3,RB,2,0.999993055555556,1.48670530122185,1.09678225523665,141736,2263,143999,0.0157153869124091,uninfected,0,C
C_3,RG,2,0.998479166666667,1.57258451982573,1.31230049610817,132436,11345,143781,0.0789047231553543,uninfected,0,C
C_3,RR,2,0.999743055555556,1.00798775937971,0.651316874064629,132327,11636,143963,0.0808263234303258,uninfected,0,C
C_3,BB,3,0.991256944444444,2.01318133849287,1.81905854668931,44219,98522,142741,0.690215144912814,uninfected,0,C
C_3,BG,3,0.999180555555556,0.731549713347765,0.346055474769663,129885,13997,143882,0.0972811053502175,uninfected,0,C
C_3,BR,3,0.988541666666667,2.16009013852123,2.00409231452576,125572,16778,142350,0.117864418686337,uninfected,0,C
C_3,GG,3,0.962798611111111,2.15616632257326,2.05236540279746,68513,70130,138643,0.50583152413032,uninfected,0,C
C_3,GR,3,0.992208333333333,1.88556747194088,1.8500318415091,87304,55574,142878,0.388961211663097,uninfected,0,C
C_3,RB,3,0.999965277777778,1.15125905270993,0.866179189309162,138124,5871,143995,0.0407722490364249,uninfected,0,C
C_3,RG,3,0.993284722222222,1.3073988499951,0.779687379266407,118265,24768,143033,0.173162836548209,uninfected,0,C
C_3,RR,3,0.997659722222222,1.16799105076463,0.828352587220723,129580,14083,143663,0.0980280239170837,uninfected,0,C
C_3,BB,4,0.996645833333333,1.56768033273929,1.2100185782817,110447,33070,143517,0.230425663858637,uninfected,0,C
C_3,BG,4,0.996590277777778,0.831319852088595,0.410374192038224,138313,5196,143509,0.0362067884244194,uninfected,0,C
C_3,BR,4,0.999798611111111,2.31016474528111,2.22166937611034,128443,15528,143971,0.107855054142848,uninfected,0,C
C_3,GG,4,0.998284722222222,2.48487862633176,2.48779435314398,113676,30077,143753,0.209226937872601,uninfected,0,C
C_3,GR,4,0.996673611111111,2.03150447305255,1.97597733026282,117959,25562,143521,0.178106339838769,uninfected,0,C
C_3,RB,4,0.996819444444444,1.8210044429587,1.58519593051272,138896,4646,143542,0.0323668334006772,uninfected,0,C
C_3,RG,4,0.993604166666667,2.69506203549962,2.78979100249089,96764,46315,143079,0.323702290343097,uninfected,0,C
C_3,RR,4,0.999409722222222,0.849365472825756,0.303937586673848,136838,7077,143915,0.0491748601605114,uninfected,0,C
C_3,BB,5,0.984701388888889,1.37413749064822,1.02362119095966,136051,5746,141797,0.0405227190984294,uninfected,0,C
C_3,BG,5,0.990305555555556,1.62106361011269,1.32996376912227,140858,1746,142604,0.012243695829009,uninfected,0,C
C_3,BR,5,0.986909722222222,2.40267068557444,2.38023361946592,122477,19638,142115,0.138183865179608,uninfected,0,C
C_3,GG,5,0.985125,1.64746437579127,1.34526929915329,141439,419,141858,0.00295365788323535,uninfected,0,C
C_3,GR,5,0.981770833333333,1.98392224985367,1.88791859540017,127971,13404,141375,0.0948116710875332,uninfected,0,C
C_3,RB,5,0.987597222222222,2.35630413104348,2.2523280430904,141783,431,142214,0.00303064395910389,uninfected,0,C
C_3,RG,5,0.985125,1.82095351706361,1.60600037152994,138514,3344,141858,0.0235728686432912,uninfected,0,C
C_3,RR,5,0.9825625,2.16680999504416,2.08369884522573,136563,4926,141489,0.034815427347709,uninfected,0,C
C_3,BB,6,0.953777777777778,0.869731886650494,0.44661190820244,132113,5231,137344,0.0380868476234856,uninfected,0,C
C_3,BG,6,0.990041666666667,1.06278890617414,0.618040487677237,141341,1225,142566,0.00859251153851549,uninfected,0,C
C_3,BR,6,0.987201388888889,1.39478745820299,1.10107869186821,139665,2492,142157,0.0175299141090484,uninfected,0,C
C_3,GG,6,0.955118055555556,1.39232717551028,0.939509652177536,136253,1284,137537,0.00933566967434218,uninfected,0,C
C_3,GR,6,0.989784722222222,1.27025435420056,1.13061260384625,138342,4187,142529,0.0293764777694364,uninfected,0,C
C_3,RB,6,0.9903125,1.36265466872624,0.952490418201629,141509,1096,142605,0.0076855650222643,uninfected,0,C
C_3,RG,6,0.925979166666667,1.54895615543276,1.22736995653476,130525,2816,133341,0.021118785669824,uninfected,0,C
C_3,RR,6,0.985888888888889,1.33108754200295,1.14364611310313,130308,11660,141968,0.0821311844922799,uninfected,0,C
C_4,BB,1,0.985895833333333,1.7148506990763,1.52801388300043,138264,3705,141969,0.0260972465820003,uninfected,0,C
C_4,BG,1,0.999854166666667,2.47164511100844,2.52313614080645,128484,15495,143979,0.107619861229763,uninfected,0,C
C_4,BR,1,0.989069444444444,1.50597891605026,1.28381342591414,139941,2485,142426,0.0174476570289133,uninfected,0,C
C_4,GG,1,0.99925,2.00148746141441,1.82495104709111,141366,2526,143892,0.0175548327912601,uninfected,0,C
C_4,GR,1,0.999111111111111,2.43066929627949,2.47257554028319,95521,48351,143872,0.33606956183274,uninfected,0,C
C_4,RB,1,0.9998125,1.30200798014206,1.01543831480987,142704,1269,143973,0.00881415265362255,uninfected,0,C
C_4,RG,1,0.996611111111111,1.99484040249176,1.7660796813117,63193,80319,143512,0.559667484252188,uninfected,0,C
C_4,RR,1,0.9998125,1.79070997979256,1.67549899050732,142756,1217,143973,0.00845297382148042,uninfected,0,C
C_4,BB,2,0.971027777777778,1.16687193994723,0.772702477705213,134151,5677,139828,0.0405998798523901,uninfected,0,C
C_4,BG,2,0.99275,2.51755737627692,2.55924932201702,115526,27430,142956,0.191877220963094,uninfected,0,C
C_4,BR,2,0.997708333333333,2.03682734943168,1.83297799107752,125953,17717,143670,0.123317324424027,uninfected,0,C
C_4,GG,2,0.998645833333333,0.704228217006781,0.141755162315607,138526,5279,143805,0.0367094329126247,uninfected,0,C
C_4,GR,2,0.995534722222222,2.07569779368199,2.00432540985834,113583,29774,143357,0.207691288182649,uninfected,0,C
C_4,RB,2,0.984902777777778,2.71244229849459,2.90702765318323,141258,568,141826,0.00400490742177034,uninfected,0,C
C_4,RG,2,0.999590277777778,2.41129202582853,2.47235305354016,117381,26560,143941,0.184520046407903,uninfected,0,C
C_4,RR,2,0.999916666666667,1.38368176090816,0.962468461387198,140692,3296,143988,0.0228907964552602,uninfected,0,C
C_4,BB,3,0.906263888888889,0.387667088363212,0.0538244762747914,98165,32337,130502,0.247789305911021,uninfected,0,C
C_4,BG,3,0.995451388888889,2.34558223637168,2.38005134356294,113453,29892,143345,0.208531863685514,uninfected,0,C
C_4,BR,3,0.99775,2.5255347750018,2.56185354203143,95692,47984,143676,0.333973662963891,uninfected,0,C
C_4,GG,3,0.972048611111111,2.04725737670556,1.88565020550466,129381,10594,139975,0.0756849437399536,uninfected,0,C
C_4,GR,3,0.990965277777778,2.37270505352092,2.41966024970597,87877,54822,142699,0.384179286470122,uninfected,0,C
C_4,RB,3,0.994090277777778,1.01582276249745,0.518190451522389,127520,15629,143149,0.109179945371606,uninfected,0,C
C_4,RG,3,0.993951388888889,1.57621699457551,0.841512338856626,74535,68594,143129,0.479245994871759,uninfected,0,C
C_4,RR,3,0.9984375,0.664331419699663,0.172524455679552,124416,19359,143775,0.134647887323944,uninfected,0,C
C_4,BB,4,0.959,1.33078846531945,0.959527701736651,92701,45395,138096,0.328720600162206,uninfected,0,C
C_4,BG,4,0.958763888888889,1.78862402734636,1.43533104209548,91126,46936,138062,0.339963204936912,uninfected,0,C
C_4,BR,4,0.957868055555556,1.09555694215022,0.755684571064673,109573,28360,137933,0.205607070099251,uninfected,0,C
C_4,GG,4,0.956631944444444,2.05446867240014,1.88911139364112,82233,55522,137755,0.403048891147327,uninfected,0,C
C_4,GR,4,0.957833333333333,1.62180181192044,1.32205474166212,86494,51434,137928,0.372904703903486,uninfected,0,C
C_4,RB,4,0.958326388888889,1.13982534285644,0.796638682492809,124464,13535,137999,0.098080420872615,uninfected,0,C
C_4,RG,4,0.957395833333333,1.93025568669359,1.63815492917136,104557,33308,137865,0.241598665361042,uninfected,0,C
C_4,RR,4,0.958333333333333,1.42102199264147,0.974239058651392,61087,76913,138000,0.557340579710145,uninfected,0,C
C_4,BB,5,0.866180555555556,0.989542146019209,0.771358087450006,120140,4590,124730,0.036799486891686,uninfected,0,C
C_4,BG,5,0.998243055555556,1.3077741518979,0.903748595056765,127590,16157,143747,0.112398867454625,uninfected,0,C
C_4,BR,5,0.992020833333333,0.857499040357014,0.590227546141692,134689,8162,142851,0.0571364568676453,uninfected,0,C
C_4,GG,5,0.999604166666667,1.18812265124588,0.92916291849349,139130,4813,143943,0.0334368465295291,uninfected,0,C
C_4,GR,5,1,0.775874427147878,0.479303094169679,122139,21861,144000,0.1518125,uninfected,0,C
C_4,RB,5,0.990458333333333,1.12488455646343,0.889137816686956,141602,1024,142626,0.00717961661969066,uninfected,0,C
C_4,RG,5,0.990243055555556,0.858588392335271,0.464310624391275,125048,17547,142595,0.123054805568218,uninfected,0,C
C_4,RR,5,0.998298611111111,0.780082218078517,0.468202217739431,138698,5057,143755,0.0351779068554137,uninfected,0,C
C_4,BB,6,0.961020833333333,0.803713967980928,0.616770386439866,131985,6402,138387,0.0462615708122873,uninfected,0,C
C_4,BG,6,0.957388888888889,0.677759811081314,0.466276844482011,125880,11984,137864,0.0869262461556316,uninfected,0,C
C_4,BR,6,0.959319444444444,0.74256372187757,0.497114923881491,111747,26395,138142,0.191071506131372,uninfected,0,C
C_4,GG,6,0.951118055555556,0.472456253977276,0.246686331738152,124688,12273,136961,0.0896094508655749,uninfected,0,C
C_4,GR,6,0.965361111111111,0.726811170606709,0.427404813744251,115540,23472,139012,0.168848732483527,uninfected,0,C
C_4,RB,6,0.959951388888889,0.763967339720605,0.547707093814107,128922,9311,138233,0.0673572880571209,uninfected,0,C
